id,tweet,new_tweet,user_mentions,n_hash_tags,n_urls,n_emojis,subtask_a,subtask_b,subtask_c,new_tweet_length,original_tweet_length
58514,@USER This is disgusting that this is happening.  Strictest gun control laws - not working.  Maybe legally allow people to arm themselves for protection - lighten up those tough gun rules that aren't working. Too many lives are lost in Chicago.,disgust happen strictest gun control laws not work maybe legally allow people arm protection lighten tough gun rule not work many live lose chicago,1,0,0,0,NOT,,,24,41
20228,@USER The set-up that led to the second Hogan touchdown shows how much of a threat he is and how much defenses respect where he is on the field,set up lead second hogan touchdown show much threat much defenses respect field,1,0,0,0,NOT,,,13,29
38330,@USER I know what that storm is gonna do...but those photos are just the shit bro.,know storm gon na do but photos shit bro,1,0,0,0,OFF,UNT,,9,16
36118,@USER ay @USER ur flies open in pic 1,ay ur fly open pic 1,2,0,0,0,NOT,,,6,9
55330,"@USER @USER @USER @USER In our house this is known as the sadim touch"" , the reverse Midas, when everything turns to ratshit.""",house know sadim touch reverse midas everything turn ratshit,4,0,0,0,NOT,,,9,23
73534,@USER Do you know who else is BETTER OFF under the @USER  @USER tax policies? See chart Morneau Shepell stock vs tsx over the last three years since Bill came to power. ONLY an 80% bump over 3 years.  #liberals #friendsandfamily #ethics #cdnpoli URL,know else better tax policies see chart morneau shepell stock vs tsx last three years since bill come power 80 bump 3 years liberals friendsandfamily ethics cdnpoli,3,4,1,0,NOT,,,27,44
29348,.@USER Just another Republican hater!  It amazes me that liberals don’t like Republican’s money 💰 Colin You’re fired! 😂😂#BoycottColinJost #EmmyAwards URL,another republican hater amaze liberals not like republican money colin fire boycottcolinjost emmyawards,1,2,1,2,NOT,,,13,21
16707,@USER @USER @USER @USER Mob death threats?  Has Antifa turned on her?  Maxine Waters?,mob death threats antifa turn her maxine water,4,0,0,0,OFF,TIN,OTH,8,14
95605,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You're a glutton for punishment. You'll never see eye to eye with any blue wave drinker on this topic. Till you agree to ban all guns. Especially the scary ones.,glutton punishment never see eye eye blue wave drinker topic till agree ban gun especially scary ones,49,0,0,0,NOT,,,17,79
66885,@USER Brilliant idea! if only conservatives ran Netflix...,brilliant idea conservatives run netflix,1,0,0,0,NOT,,,5,8
87285,AND Still I give it the old college try! #WalkAway #CommunismKills #LuciferiaRising @USER #MAGA #Trump2020 URL,still give old college try walkaway communismkills luciferiarising maga trump2020,1,5,1,0,NOT,,,10,16
86405,@USER @USER She is a activist a women’s me too movement whackadoodle.,activist women movement whackadoodle,2,0,0,0,NOT,,,4,12
51243,@USER Oh dear. Conservatives will implode over this.,oh dear conservatives implode this,1,0,0,0,NOT,,,5,8
93178,:) see she is the sweetest! URL,see sweetest,0,0,1,0,NOT,,,2,7
34132,@USER Grover is antifa and keeps changing his appearance to hide from the government.   URL,grover antifa keep change appearance hide government,1,0,1,0,NOT,,,7,15
34681,@USER Awesome win for Conservatives!! 💪🏻,awesome win conservatives,1,0,0,1,NOT,,,3,6
80653,#TuesdayThoughts  Seems like Twatter has released the Kraken on Conservatives posting today. WONDER WHY? URL,tuesdaythoughts seem like twatter release kraken conservatives post today wonder why,0,1,1,0,NOT,,,11,15
45452,@USER Ah that’s shite. Can’t understand why people go to a football match to do their best impression of a mute.   I’m trying for tickets in the Kop next chance I get because I assume the Main Stand has more or less the same atmosphere as the Kenny.,ah shite not understand people go football match best impression mute try ticket kop next chance get assume main stand less atmosphere kenny,1,0,0,0,NOT,,,23,48
20802,@USER ANTIFA? As in anti fascism? Damn who wouldn't want that in America? Maybe our ancestors who fought the nazis in ww2?,antifa anti fascism damn would not want america maybe ancestors fight nazis ww2,1,0,0,0,OFF,TIN,OTH,13,22
78426,@USER yeah thats true. i really hope you are able to get that time off for daisho.,yeah thats true really hope able get time daisho,1,0,0,0,NOT,,,9,17
93781,@USER @USER @USER this crossing proves very little. It only goes to show many are disgruntled with the lack of leadership of @USER .. But understand Mr. Scheer there are many conservatives disgruntled with your lack of vision and leadership. Hence @USER #cdnpoli,cross prove little go show many disgruntle lack leadership understand mr scheer many conservatives disgruntle lack vision leadership hence cdnpoli,5,1,0,0,NOT,,,20,43
34694,@USER @USER We all know that the left is going to believe all those lies demo liberals rats are there to destroy President Trump 👎Nov is going to be red 👍🇺🇸,know leave go believe lie demo liberals rat destroy president trump nov go red,2,0,0,2,OFF,TIN,GRP,14,31
71322,9. You are cute all the time URL,9 cute time,0,0,1,0,NOT,,,3,8
84306,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER She's not who she claims she is. That's the logical (and humanitarian) explanation.,not claim be that s logical and humanitarian explanation,49,0,0,0,NOT,,,9,62
22968,@USER @USER Liberals are in full meltdown today...fun to watch...,liberals full meltdown today fun watch,2,0,0,0,NOT,,,6,10
77243,@USER Lol yeah per dina he is There everyday per claudia no horse got vet care unless it was for donation example limping etc,lol yeah per dina everyday per claudia no horse get vet care unless donation example limp etc,1,0,0,0,NOT,,,17,24
56361,@USER @USER She's been active on Instagram lately. And she is dropping an album sometime this year.,active instagram lately drop album sometime year,2,0,0,0,NOT,,,7,17
76282,@USER Sure - but lots of folk aren't actually liberals but do want a sensible Tory/Labour party to vote for. They're not well served by our political system atm,sure lot folk not actually liberals want sensible tory labour party vote for they re not well serve political system atm,1,0,0,1,NOT,,,21,29
78060,@USER He just declassified FISA court info on Carter Page. He is a danger to 🇺🇸security. Loose lips sink ships is his motto,declassify fisa court info carter page danger security loose lips sink ship motto,1,0,0,1,NOT,,,13,23
27335,@USER @USER God thing we have Beto in Texas. He is for decriminalizing crossing the border. He is for reasonable gun control for Texas citizens. Someone could get hurt if citizens try to defend themselves. Poor Arizona you need a Beto of your own.,god thing beto texas decriminalize cross border reasonable gun control texas citizens someone could get hurt citizens try defend themselves poor arizona need beto own,2,0,0,0,OFF,TIN,GRP,25,44
85515,@USER God that's the one we should have used to remove Holder.,god that s one use remove holder,1,0,0,0,NOT,,,7,12
25207,@USER So we seek answers from the leadership of our country @USER @USER @USER @USER @USER that is this our new South Africa. Mr President if you are the leader of S.A you will surely make an example of them. We are tired.,seek answer leadership country new south africa mr president leader s a surely make example them tire,6,0,0,0,NOT,,,17,43
25180,"@USER  Regarding the story I think I'm going to kill the president"", why is it reporters ""never"" follow up on how a convicted felon could obtain, in this case, 6 guns? What's the police doing about, or would that bring light to the gun control issue? Bias?""",regard story think i m go kill president reporters never follow convict felon could obtain case 6 gun what s police about would bring light gun control issue bias,1,0,0,0,OFF,TIN,IND,29,47
22971,@USER @USER @USER 😀 I’m happy to say the same about conservatives.,happy say conservatives,3,0,0,1,NOT,,,3,12
51768,@USER @USER can you please tell jimin even if he knows just how amazing he is and that he actually saved my life no joke we're really thankful and please be safe and healthy i pray for you every single day and minute  to be protected and safe 💜Thank you @USER,please tell jimin even know amaze actually save life no joke we re really thankful please safe healthy pray every single day minute protect safe thank,3,0,0,1,NOT,,,26,51
33861,@USER I like that after dating for 8 months you finally understand it when I cringe at the word cock lol,like date 8 months finally understand cringe word cock lol,1,0,0,0,OFF,UNT,,10,21
32417,@USER I think Donald Trump is a disgusting disgraceful pig . Shame on him thinking that he did so much for Puerto Rico . He failed us . And he is a failure as a so called president . He did nothing but talk bad about Puerto Rican’s he doesn’t understand that PR is USA territory.JERKOFF,think donald trump disgust disgraceful pig shame think much puerto rico fail us failure call president nothing talk bad puerto rican not understand pr usa territory jerkoff,1,0,0,0,OFF,TIN,IND,27,56
79120,@USER Yep this is the world the liberals want to live in.,yep world liberals want live in,1,0,0,0,NOT,,,6,12
39910,@USER He is nothing but a fruit cake I can't believe I like him at one time,nothing fruit cake not believe like one time,1,0,0,0,NOT,,,8,17
28584,@USER you know Dan I used to think you were a pretty competent newsman now I can clearly see you are nothing more then a paid whore who sells himself and his once stellar reputation. Trying to be relevant again ? URL,know dan use think pretty competent newsman clearly see nothing pay whore sell stellar reputation try relevant,1,0,1,0,NOT,,,17,42
72423,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He is cute😊,cute,49,0,0,1,NOT,,,1,52
22104,@USER @USER The sort of thing #Antifa and the socialists of @USER would cheer.,sort thing antifa socialists would cheer,3,1,0,0,NOT,,,6,14
27118,@USER 3/ you can not like Justin all you want but the conservatives have no plan to even consider climate change and have been using BLATANT misinformation to lead people like yourself into believing that it’s Trudeau’s fault we’re negotiating with a fucking sociopath down south,3 not like justin want conservatives no plan even consider climate change use blatant misinformation lead people like believe trudeau fault negotiate fuck sociopath south,1,0,0,1,OFF,TIN,IND,25,46
94846,@USER @USER I think we have to confer with Messiah. I think only she is powerful enough to turn this tide. She did empower him to win the last two Majors.,think confer messiah think powerful enough turn tide empower win last two major,2,0,0,0,NOT,,,13,31
59606,AHH I MISS THEM SM ❤️❤️,ahh miss sm,0,0,0,1,NOT,,,3,6
82435,@USER @USER @USER // it is wrong to let #MeToo hysteria override ‘innocent until proven guilty’ - but Liberals are trying.,wrong let metoo hysteria override innocent prove guilty liberals try,3,1,0,2,NOT,,,10,21
92226,@USER @USER Good shit my bad though,good shit bad though,2,0,0,0,OFF,UNT,,4,7
54509,@USER @USER @USER @USER Fuck yeah!!!,fuck yeah,4,0,0,0,OFF,UNT,,2,6
25813,@USER Thanks for Following. We're glad to be connected.,thank follow we re glad connect,1,0,0,0,NOT,,,6,9
29793,"#guncontrol itself specifically targets minorities, @USER The entire reason gun control"" exists is pure, unadulterated racism - bigots like you wanted to keep the recently-freed slaves disarmed and subordinate.  Thankfully we've grown from there. URL",guncontrol specifically target minorities entire reason gun control exist pure unadulterated racism bigots like want keep recently free slave disarm subordinate thankfully we ve grow there,1,1,1,0,NOT,,,26,35
96950,@USER Doubt he is requesting any player to be moved. IMO It's likely if he feels the team is close to be a contender or if he is satisfied to being a mentor to a borderline team,doubt request player move imo likely feel team close contender satisfy mentor borderline team,1,0,0,0,NOT,,,14,37
12196,@USER @USER @USER @USER You are correct URL,correct,4,0,1,0,NOT,,,1,8
92962,@USER Why does it matter if a candidate is a woman or a man? I thought we were all the same? Everything the liberals believe in contradicts their other beliefs 😂,matter candidate woman man think same everything liberals believe contradict beliefs,1,0,0,1,NOT,,,11,31
69391,@USER He has hit 20HR the past two years. He had it figured out but never got the playing time in STL. I heard from his supporters on here that is a notorious slow starter. He is going to be the starting CF next season.,hit 20hr past two years figure never get play time stl hear supporters notorious slow starter go start cf next season,1,0,0,0,NOT,,,21,45
24955,@USER She is getting big lol,get big lol,1,0,0,0,NOT,,,3,6
83336,@USER SHE IS CUTE I LOV HER,cute lov,1,0,0,0,NOT,,,2,7
98723,President Trump's order to declassify FISA docs and text messages just proves he is keeping his campaign promise and working to #DrainTheSwamp   #BREAKING #FISADocs #Declassified #DeepStateCorruption #politics #MAGA,president trump s order declassify fisa docs text message prove keep campaign promise work draintheswamp break fisadocs declassify deepstatecorruption politics maga,0,7,0,0,NOT,,,21,28
37831,@USER @USER @USER They're a dying party. Split between Nationalists and conservatives isn't going to hold too much longer. They just have no real cohesive ideology anymore. It's simply my team is better than your team.,they re die party split nationalists conservatives not go hold much longer no real cohesive ideology anymore simply team better team,3,0,0,0,NOT,,,21,36
28529,@USER Still remember this show... sucks man 😞,still remember show suck man,1,0,0,1,OFF,UNT,,5,8
32366,4) forgiveness is useless: she is trapped by trauma for 40y. Maybe if she lets go of her illusion of a perfect world where “this cannot happen” accept that she is the only one responsible of getting herself over this,4 forgiveness useless trap trauma 40y maybe let go illusion perfect world this can not happen accept one responsible get,0,0,0,0,NOT,,,20,40
65781,@USER @USER His own fear of white people.,fear white people,2,0,0,0,OFF,TIN,GRP,3,8
73227,@USER @USER LOVE HER!! She is a BADASS!,love her badass,2,0,0,0,OFF,TIN,IND,3,8
50631,@USER now that Bea Arthur had a lovely mud bath and coconut oil rub she is settled in for her bedtime story and loves loves loves your book so much i had to read it three times to her before she would go to bed. We hope you are doing well and feeling better! URL,bea arthur lovely mud bath coconut oil rub settle bedtime story love love love book much read three time would go bed hope well feel better,1,0,1,0,NOT,,,26,55
20618,@USER President Obama?  Did I miss something about this?  He still believes he is President or is it you that isn't able to accept reality?,president obama miss something this still believe president not able accept reality,1,0,0,0,NOT,,,12,25
92887,"@USER @USER @USER @USER What you're doing is so irresponsible &amp; I believe that ur smart enough to understand how evil you are. If the FBI or JD had some plot to thwart DT, all they had to do was leak"" to the press that he was being investigated. They DID NO SUCH THING. U know you're wrong, that's evil!""",irresponsible amp believe ur smart enough understand evil be fbi jd plot thwart dt leak press investigate no thing u know wrong that s evil,4,0,0,0,OFF,TIN,IND,25,60
61480,@USER He's worried about his bottom line that's what upsets him,he s worry bottom line that s upset,1,0,0,0,NOT,,,8,11
94444,@USER 3) this appointment has been commonly know for 6 months minimum .But now when the left has nothing else to throw at him she suddenly speaks up.  4) This individual is a antifa supporting liberal collage professor . Continued...,3 appointment commonly know 6 months minimum but leave nothing else throw suddenly speak up 4 individual antifa support liberal collage professor continue,1,0,0,0,NOT,,,23,40
28588,@USER they're hot bro,they re hot bro,1,0,0,0,OFF,UNT,,4,4
73093,@USER Crazy man😂,crazy man,1,0,0,1,NOT,,,2,3
28082,@USER It’s a civil war politically by the Democrats and a physical war with their Brown Shirts Antifa.,civil war politically democrats physical war brown shirt antifa,1,0,0,0,NOT,,,9,18
10821,@USER @USER @USER @USER @USER  Who is Flake? If Flake wants to be someone &amp; heard stand for Senate race!,flake flake want someone amp hear stand senate race,5,0,0,0,NOT,,,9,20
97831,@USER Look at all these racist white liberals freaking out because I said Tom Arnold has white privileged.,look racist white liberals freak say tom arnold white privilege,1,0,0,0,OFF,TIN,GRP,10,18
32594,"President Trump’s 17th Wave of Judicial Nominees""  URL #TCOT #MAGA #RedNationRising""",president trump 17th wave judicial nominees tcot maga rednationrising,0,3,1,0,NOT,,,9,11
88687,@USER Omg she is! 😂,omg be,1,0,0,1,NOT,,,2,5
55101,@USER @USER @USER @USER @USER Will the liberals stop wasting tax payer money with C71 which will be repealed as soon as next year if passed? Move on instead to ensure criminals are dealt with severly and illegals are banned from entry.,liberals stop waste tax payer money c71 repeal soon next year pass move instead ensure criminals deal severly illegals ban entry,5,0,0,0,NOT,,,21,42
66095,@USER @USER @USER @USER @USER @USER ..and no---if the polygrapher is a good (and he is) it's very easy to tell the difference between a nervous response and a deceptive one.,and no if polygrapher good and be easy tell difference nervous response deceptive one,6,0,0,0,NOT,,,14,31
20504,@USER @USER @USER @USER @USER She is a waste if air. She needs to go.,waste air need go,5,0,0,0,NOT,,,4,15
46021,@USER yep.unfortuly he has proven what establishment supporters on du said about him.why in world did he support bernie.he is all in for trump which is why i have him blocked afte rpreviously following him ont witter and youtube.,yep unfortuly prove establishment supporters du say him why world support bernie he trump block afte rpreviously follow ont witter youtube,1,0,0,0,NOT,,,21,39
86813,@USER Everyone will be dead by 2020,everyone dead 2020,1,0,0,0,NOT,,,3,7
24730,@USER @USER @USER it’s too bad california doesn’t have any common sense gun control laws that prevent criminals from doing illegal things.,bad california not common sense gun control laws prevent criminals illegal things,3,0,0,0,NOT,,,12,22
91220,@USER @USER #Antifa members,antifa members,2,1,0,0,NOT,,,2,4
20927,@USER @USER @USER And Republicans wanted moderates when obama was president and we go the way liberals Kagan and Sotomayer,republicans want moderate obama president go way liberals kagan sotomayer,3,0,0,0,NOT,,,10,20
22213,@USER He is brilliant.,brilliant,1,0,0,0,NOT,,,1,4
54858,@USER He is what the industry stands for. All about spreadsheets and no care for the human side.,industry stand for spreadsheets no care human side,1,0,0,0,OFF,TIN,IND,8,18
92785,@USER @USER @USER Got a point there if you are a person that just looks after yourself however i think if you look at NHS/Social Care/Emergency services/ wages compared to living costs you will see a different story.,get point person look however think look nhs social care emergency service wag compare live cost see different story,3,0,0,3,NOT,,,19,38
42735,"#StopKavanaugh: Believe women, except for the 65 who support Kavanaugh""  URL #TCOT #MAGA #RedNationRising""",stopkavanaugh believe women except 65 support kavanaugh tcot maga rednationrising,0,4,1,0,NOT,,,10,14
39322,@USER When will you and the rest of the #MSM go after #KeithEllison and the reports of abuse about him?..seem like you guys have 2 standards when it come to covering harassment claims against Liberals (ignore or downplay) then Conservatives (24/7 coverage assuming guilt right away)..,rest msm go keithellison report abuse him seem like guy 2 standards come cover harassment claim liberals ignore downplay conservatives 24 7 coverage assume guilt right away,1,2,0,1,NOT,,,27,46
76631,@USER I always equate it to what happens when the left threaten new gun control. We are energetic for the time it takes to stop it... Then we scatter no longevity,always equate happen leave threaten new gun control energetic time take stop it scatter no longevity,1,0,0,0,NOT,,,16,31
90479,@USER California should consider passing some gun control laws...,california consider pass gun control laws,1,0,0,0,NOT,,,6,9
74066,@USER *REPLACES CHICKENS WITH GUN CONTROL* URL,replace chickens gun control,1,0,1,0,OFF,TIN,GRP,4,7
50301,16 grade school children shot dead in Washington with 9mm Beretta. The NRA blames gun control laws.,16 grade school children shoot dead washington 9mm beretta nra blame gun control laws,0,0,0,0,NOT,,,14,17
68220,@USER Aaron has barely been in it this last year. He is in a few episodes then he is sent out of town for a few weeks. Robert had that story with the whites,aaron barely last year episodes send town weeks robert story white,1,0,0,0,NOT,,,11,34
47088,@USER @USER @USER @USER @USER @USER 2/The Democratic Party won’t do anything to him because he’s Muslim Brotherhood &amp; they don’t care about Monahan.  The Muslim Brotherhood needs to be declared a terrorist organization—all of it! Ellison also supports ANTIFA. These people are so foul it’s scary!,2 the democratic party not anything muslim brotherhood amp not care monahan muslim brotherhood need declare terrorist organization all it ellison also support antifa people foul scary,6,0,0,2,OFF,TIN,GRP,27,47
24370,@USER @USER He is hiding a child,hide child,2,0,0,0,NOT,,,2,7
79406,@USER @USER He needs more “gun control!” 😂,need gun control,2,0,0,1,NOT,,,3,8
73376,We stand with Kavanaugh 🇺🇸 MAGA URL,stand kavanaugh maga,0,0,1,1,NOT,,,3,7
35560,@USER @USER @USER The conservatives are finding this pill very hard to swallow.,conservatives find pill hard swallow,3,0,0,0,NOT,,,5,13
20223,@USER And they say big tech isn’t biased! Give me a break! Wake up people!,say big tech not bias give break wake people,1,0,0,0,NOT,,,9,15
18315,@USER get your shit together,get shit together,1,0,0,0,OFF,TIN,OTH,3,5
19593,@USER Amazingly the Dems/ Obamas/ Left get away with treating their #IdentityPoltics groups as monolithic group thinkers who all support the Dems.  What's the word when you label all people of a particular group the same ?   Oh that's right ....... prejudice,amazingly dems obamas leave get away treat identitypoltics group monolithic group thinkers support dems what s word label people particular group oh that s right prejudice,1,1,0,2,NOT,,,26,42
21143,@USER @USER embarrassing!,embarrass,2,0,0,0,NOT,,,1,3
48637,@USER What happens next is whoever inthe GOP votes against him gets destroyed and we vote MORE republicans to the Senate to ensure margin of victory for AMY CONEY BARRETT liberals worst nightmare.,happen next whoever inthe gop vote get destroy vote republicans senate ensure margin victory amy coney barrett liberals worst nightmare,1,0,0,0,OFF,TIN,IND,20,33
54069,@USER @USER WTF?   Already thin D backfield just got thinner.,wtf already thin backfield get thinner,2,0,0,0,NOT,,,6,10
19514,Shouldn't pussy grabbing @USER be the one wearing the gloves while handling food? #MAGA URL,not pussy grab one wear gloves handle food maga,1,1,1,0,OFF,TIN,IND,9,15
47365,@USER Did someone say METH course?,someone say meth course,1,0,0,0,NOT,,,4,6
25291,@USER I see. It's a damn shame how delusional he is. He's gotta be the worst. Even more than those Boston Ben stans,see damn shame delusional be he s get ta worst even boston ben stans,1,0,0,0,OFF,TIN,GRP,14,23
89548,@USER i still get this half my work days and all i do is sit on my computer in bed lmao,still get half work days sit computer bed lmao,1,0,0,0,NOT,,,9,21
59998,"@USER You can probably imagine all the SJW snowflakes that don't feel safe"" working where there might be conservatives lurking in the shadows.  Conservatives are now the Ruskies of the 21st century.""",probably imagine sjw snowflakes not feel safe work might conservatives lurk shadow conservatives ruskies 21st century,1,0,0,0,OFF,TIN,IND,16,32
44199,"@USER You &amp; your husband are double-talking hypocrites. We can see right through your gun control"" facade. What you really want is for us to give up our guns while you &amp; your husband get to keep your guns.""",amp husband double talk hypocrites see right gun control facade really want us give gun amp husband get keep gun,1,0,0,0,OFF,TIN,IND,20,39
43289,@USER @USER @USER @USER @USER @USER Don't forget this is Trumps fault. Just like how he is colluding to make the hurricanes worst. They forgot to tell us how this hurricane was also Trumps fault.,not forget trump fault like collude make hurricanes worst forget tell us hurricane also trump fault,6,0,0,0,OFF,TIN,IND,16,35
87090,@USER He is in jail,jail,1,0,0,0,NOT,,,1,5
35021,@USER @USER I apologize if you inferred I was calling you Antifa. I was qualifying one of my many reasons for owning an arsenal.,apologize infer call antifa qualify one many reason own arsenal,2,0,0,0,NOT,,,10,24
67235,@USER @USER California is a state. In the USA. How stupid do you have to be to think there is gun control?,california state usa stupid think gun control,2,0,0,0,NOT,,,7,22
66379,@USER @USER Probably really had more to do with Rubio.,probably really rubio,2,0,0,0,NOT,,,3,10
68921,@USER He wants in the White House! URL,want white house,1,0,1,0,NOT,,,3,8
56878,@USER @USER @USER I would love to be able to afford a sexy french au pair . Poor me .,would love able afford sexy french au pair poor,3,0,0,0,NOT,,,9,20
20103,Of course Spooky Dude is connected to Kavanaugh hit job URL   #MAGA  #Teaparty  #TrumpTrain  #CCOT  #PJNET  #Trump2018  #Kavanaugh  #KavanaughConfirmationHearing  #ConfirmKavanaugh,course spooky dude connect kavanaugh hit job maga teaparty trumptrain ccot pjnet trump2018 kavanaugh kavanaughconfirmationhearing confirmkavanaugh,0,9,1,0,NOT,,,16,20
73544,@USER @USER So . . . wait . . . why were the robots there?,wait robots there,2,0,0,0,NOT,,,3,15
84000,@USER Migration advisory committee says immigration has had no impact on infrastructure or services. So could it be @USER cuts instead?,migration advisory committee say immigration no impact infrastructure service could cut instead,2,0,0,0,NOT,,,12,21
34254,@USER This wouldn't have become a issue if he had not been choosen for supreme Court that's a fact... Shows liberals for what they are,would not become issue not choosen supreme court that s fact show liberals,1,0,0,0,NOT,,,13,25
26791,@USER Liberals and third worlders to thank for it.,liberals third worlders thank it,1,0,0,0,NOT,,,5,9
29100,@USER He is so cute,cute,1,0,0,0,NOT,,,1,5
58759,@USER @USER @USER There has to be a way where conservatives who look the other way and approve oF sexual assault and victim shame to endorse their political agenda and hatred are held accountable. Why don’t you sign your name so you can be held accountable for your lies,way conservatives look way approve sexual assault victim shame endorse political agenda hatred hold accountable not sign name hold accountable lie,3,0,0,0,OFF,TIN,IND,21,49
60767,"@USER @USER “We will never give up, we will never give in, we will never, ever back down and we will never, ever surrender because we are Americans and our hearts bleed red, white and blue. President Donald J. Trump ! #MAGA  #VoteRepublican2018 #VoteRed2018  #AmericaFirst #KeepAmericaGreat!""",we never give up never give in never ever back never ever surrender americans hearts bleed red white blue president donald j trump maga voterepublican2018 votered2018 americafirst keepamericagreat,2,5,0,0,NOT,,,28,46
48697,@USER Hey genius Hitler was dead two years before Trump was born.,hey genius hitler dead two years trump bear,1,0,0,0,NOT,,,8,12
74992,@USER Stop,stop,1,0,0,0,NOT,,,1,2
78117,@USER @USER @USER I am in an interracial marriage you liberals throw that word around so easily you might want to look it up and see what it means URL,interracial marriage liberals throw word around easily might want look see mean,3,0,1,0,NOT,,,12,30
97308,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER That’s all Antifa does. They’re violent and they hide. But you obviously support them. 🤦‍♀️,antifa do violent hide obviously support them,50,0,0,1,OFF,TIN,IND,7,65
94479,@USER can you tell Cal I said how are you? I just wanna know how he is doing. 😊💜,tell cal say you wan na know do,1,0,0,1,NOT,,,8,19
75013,@USER No she is just informing the public of the horrible goings on in the trump White House.,no inform public horrible go trump white house,1,0,0,0,NOT,,,8,18
30598,1.Boris Johnson doesn't care about family. Forced abortion of his child by mistress. Daughter says he is a selfish bastard. Betrayed and divorced 2 women. #r4today,1 boris johnson not care family force abortion child mistress daughter say selfish bastard betray divorce 2 women r4today,0,1,0,0,OFF,TIN,IND,19,26
78473,@USER @USER @USER Trump is a very sick man. He is toxic and mean spirited.,trump sick man toxic mean spirit,3,0,0,0,OFF,TIN,IND,6,15
72338,@USER @USER You are so right!,right,2,0,0,0,NOT,,,1,6
53795,@USER @USER @USER You only have 6 1/2 years left buddy!! 😀#MAGA,6 1 2 years leave buddy maga,3,1,0,2,NOT,,,7,12
71835,@USER @USER @USER @USER yes he is,yes,4,0,0,0,NOT,,,1,7
84917,@USER Liberals go crazy over Creationist's religious beliefs yet when useful for their own insanity disregard science  There are 2 genders Male &amp; Female - this is a scientific fact  A man doesn't chop off his breasts or have babies  And where are the breastfeeding nazis for her cruelty,liberals go crazy creationist s religious beliefs yet useful insanity disregard science 2 genders male amp female scientific fact man not chop breast baby breastfeed nazis cruelty,1,0,0,0,NOT,,,27,49
60076,"@USER My feelings exactly.   I was watching a video of an ANTIFA rally"". They were fighting with and cursing at the police. At one point they began fighting with counterprotesters and one was injured. His cohorts immediately began screaming for someone to call 911. Really?""",feel exactly watch video antifa rally fight curse police one point begin fight counterprotesters one injure cohorts immediately begin scream someone call 911 really,1,0,0,0,NOT,,,24,45
56484,@USER He's qualified. 😂😂😂😂,he s qualify,1,0,0,1,NOT,,,3,4
89246,@USER @USER Can u fuck off already,u fuck already,2,0,0,0,OFF,TIN,IND,3,7
18540,@USER Didn’t she also say “ Trump will never be president take it to the bank”,not also say trump never president take bank,1,0,0,0,NOT,,,8,16
33014,@USER @USER Obviously they do not care who they ruin due to their attacks on conservatives.... the left is out of control and blind as a 🦇!!!!!,obviously not care ruin due attack conservatives leave control blind,2,0,0,1,OFF,TIN,GRP,10,27
12052,@USER @USER Maxine needs to consult a shrink coz she is suffering from trump syndrome,maxine need consult shrink coz suffer trump syndrome,2,0,0,0,OFF,TIN,IND,8,15
41358,(I know there are parents among my mutuals/followers and lots of you are GREAT! But I’ve had to deal with a lot who are laser-focused on an outdated idea of what early childhood education should be),i know parent among mutuals followers lot great deal lot laser focus outdated idea early childhood education be,0,0,0,1,NOT,,,18,36
13629,@USER He is so stupid,stupid,1,0,0,0,OFF,TIN,IND,1,5
30390,@USER It isn't so much that liberals are ignorant. It's just that they know so many things that aren't so.”  ― Ronald Reagan URL,not much liberals ignorant know many things not so ronald reagan,1,0,1,1,OFF,TIN,GRP,11,24
45657,"@USER @USER @USER Those VG/HC stickers I see on trucks--exclusively trucks, never cars--seem like asshole indicators. I can't say for sure because I've never actually spoken to someone who's like Yes, hockey should involve more punching people"" but.... yeah it seems bad""",vg hc stickers see truck exclusively truck never cars seem like asshole indicators not say sure i ve never actually speak someone who s like yes hockey involve punch people but yeah seem bad,3,0,0,1,OFF,TIN,IND,34,42
71735,@USER @USER That's how liberals interoperate the law! One more reason to make sure we flood the courts with conservative Judges.,that s liberals interoperate law one reason make sure flood court conservative judge,2,0,0,0,NOT,,,13,21
48984,@USER @USER @USER @USER you are alienating your supporters #disgusted  URL,alienate supporters disgust,4,1,1,0,NOT,,,3,11
